(s,b,c) : belief state id
68,[0.493955 0.506045],15 : 10715
59,[0.549577 0.450423],16 : 10716
67,[0.549577 0.450423],16 : 10717
69,[0.549577 0.450423],16 : 10718
79,[0.549577 0.450423],16 : 10719
77,[0.829948 0.170052],20 : 10720
69,[0.493955 0.506045],15 : 10721
69,[0.415801 0.584199],16 : 10722
78,[0.829948 0.170052],20 : 10723
59,[0.493955 0.506045],10 : 10724
48,[0.432303 0.567697],11 : 10725
57,[0.388224 0.611776],12 : 10726
48,[0.529606 0.470394],13 : 10727
57,[0.484066 0.515934],14 : 10728
58,[0.849156 0.150844],14 : 10729
59,[0.809754 0.190246],14 : 10730
57,[0.529606 0.470394],18 : 10731
58,[0.529606 0.470394],18 : 10732
59,[0.529606 0.470394],18 : 10733
58,[0.613372 0.386628],13 : 10734
67,[0.569347 0.430653],14 : 10735
68,[0.888047 0.111953],14 : 10736
69,[0.857094 0.142906],14 : 10737
67,[0.613372 0.386628],18 : 10738
68,[0.613372 0.386628],18 : 10739
69,[0.613372 0.386628],18 : 10740
66,[0.209118 0.790882],13 : 10741
55,[0.24841 0.75159],14 : 10742
56,[0.24841 0.75159],14 : 10743
57,[0.24841 0.75159],14 : 10744
65,[0.24841 0.75159],14 : 10745
67,[0.24841 0.75159],14 : 10746
75,[0.24841 0.75159],14 : 10747
76,[0.24841 0.75159],14 : 10748
77,[0.24841 0.75159],14 : 10749
75,[0.209118 0.790882],18 : 10750
76,[0.209118 0.790882],18 : 10751
77,[0.209118 0.790882],18 : 10752
67,[0.613372 0.386628],13 : 10753
56,[0.664776 0.335224],14 : 10754
57,[0.664776 0.335224],14 : 10755
58,[0.664776 0.335224],14 : 10756
66,[0.664776 0.335224],14 : 10757
68,[0.664776 0.335224],14 : 10758
76,[0.664776 0.335224],14 : 10759
77,[0.664776 0.335224],14 : 10760
78,[0.664776 0.335224],14 : 10761
76,[0.888047 0.111953],18 : 10762
68,[0.613372 0.386628],13 : 10763
59,[0.664776 0.335224],14 : 10764
67,[0.664776 0.335224],14 : 10765
69,[0.664776 0.335224],14 : 10766
79,[0.664776 0.335224],14 : 10767
77,[0.888047 0.111953],18 : 10768
66,[0.388224 0.611776],17 : 10769
67,[0.388224 0.611776],17 : 10770
68,[0.388224 0.611776],17 : 10771
58,[0.791992 0.208008],12 : 10772
67,[0.76036 0.23964],13 : 10773
56,[0.798637 0.201363],14 : 10774
57,[0.798637 0.201363],14 : 10775
66,[0.798637 0.201363],14 : 10776
68,[0.798637 0.201363],14 : 10777
76,[0.798637 0.201363],14 : 10778
77,[0.798637 0.201363],14 : 10779
78,[0.798637 0.201363],14 : 10780
76,[0.940704 0.0592957],18 : 10781
68,[0.950094 0.0499063],13 : 10782
69,[0.935041 0.0649593],13 : 10783
67,[0.791992 0.208008],17 : 10784
68,[0.791992 0.208008],17 : 10785
69,[0.791992 0.208008],17 : 10786
59,[0.742192 0.257808],12 : 10787
48,[0.69192 0.30808],13 : 10788
57,[0.651761 0.348239],14 : 10789
58,[0.918231 0.0817691],14 : 10790
59,[0.894633 0.105367],14 : 10791
57,[0.69192 0.30808],18 : 10792
58,[0.69192 0.30808],18 : 10793
59,[0.69192 0.30808],18 : 10794
58,[0.827529 0.172471],13 : 10795
59,[0.723677 0.276323],13 : 10796
48,[0.671394 0.328606],14 : 10797
58,[0.813604 0.186396],14 : 10798
59,[0.704362 0.295638],14 : 10799
68,[0.813604 0.186396],14 : 10800
69,[0.813604 0.186396],14 : 10801
68,[0.929052 0.0709483],18 : 10802
68,[0.827529 0.172471],13 : 10803
69,[0.827529 0.172471],13 : 10804
68,[0.935041 0.0649593],17 : 10805
57,[0.432303 0.567697],16 : 10806
58,[0.432303 0.567697],16 : 10807
59,[0.432303 0.567697],16 : 10808
58,[0.619315 0.380685],11 : 10809
67,[0.575499 0.424501],12 : 10810
56,[0.628892 0.371108],13 : 10811
45,[0.664776 0.335224],14 : 10812
55,[0.809036 0.190964],14 : 10813
65,[0.809036 0.190964],14 : 10814
66,[0.809036 0.190964],14 : 10815
65,[0.628892 0.371108],18 : 10816
66,[0.628892 0.371108],18 : 10817
57,[0.628892 0.371108],13 : 10818
48,[0.750412 0.249588],14 : 10819
58,[0.809036 0.190964],14 : 10820
66,[0.413867 0.586133],14 : 10821
67,[0.809036 0.190964],14 : 10822
66,[0.628892 0.371108],13 : 10823
56,[0.679311 0.320689],14 : 10824
75,[0.628892 0.371108],18 : 10825
76,[0.628892 0.371108],18 : 10826
77,[0.628892 0.371108],18 : 10827
76,[0.628892 0.371108],13 : 10828
85,[0.679311 0.320689],14 : 10829
86,[0.679311 0.320689],14 : 10830
87,[0.679311 0.320689],14 : 10831
77,[0.628892 0.371108],13 : 10832
78,[0.628892 0.371108],13 : 10833
76,[0.871441 0.128559],17 : 10834
68,[0.890522 0.109478],12 : 10835
69,[0.860145 0.139855],12 : 10836
67,[0.619315 0.380685],16 : 10837
59,[0.470335 0.529665],11 : 10838
48,[0.409247 0.590753],12 : 10839
57,[0.366004 0.633996],13 : 10840
48,[0.505986 0.494014],14 : 10841
58,[0.590708 0.409292],14 : 10842
66,[0.1939 0.8061],14 : 10843
67,[0.590708 0.409292],14 : 10844
68,[0.590708 0.409292],14 : 10845
66,[0.366004 0.633996],18 : 10846
67,[0.366004 0.633996],18 : 10847
68,[0.366004 0.633996],18 : 10848
58,[0.775975 0.224025],13 : 10849
67,[0.742698 0.257302],14 : 10850
68,[0.945412 0.0545885],14 : 10851
69,[0.929052 0.0709483],14 : 10852
67,[0.775975 0.224025],18 : 10853
68,[0.775975 0.224025],18 : 10854
69,[0.775975 0.224025],18 : 10855
57,[0.409247 0.590753],17 : 10856
58,[0.409247 0.590753],17 : 10857
59,[0.409247 0.590753],17 : 10858
58,[0.596771 0.403229],12 : 10859
67,[0.552235 0.447765],13 : 10860
56,[0.606554 0.393446],14 : 10861
57,[0.606554 0.393446],14 : 10862
66,[0.606554 0.393446],14 : 10863
76,[0.606554 0.393446],14 : 10864
77,[0.606554 0.393446],14 : 10865
78,[0.606554 0.393446],14 : 10866
76,[0.860463 0.139537],18 : 10867
68,[0.880951 0.119049],13 : 10868
69,[0.848371 0.151629],13 : 10869
67,[0.596771 0.403229],17 : 10870
68,[0.596771 0.403229],17 : 10871
69,[0.596771 0.403229],17 : 10872
59,[0.446848 0.553152],12 : 10873
48,[0.386584 0.613416],13 : 10874
57,[0.344339 0.655661],14 : 10875
58,[0.759099 0.240901],14 : 10876
57,[0.386584 0.613416],18 : 10877
58,[0.386584 0.613416],18 : 10878
59,[0.386584 0.613416],18 : 10879
58,[0.57381 0.42619],13 : 10880
67,[0.528741 0.471259],14 : 10881
68,[0.870665 0.129335],14 : 10882
69,[0.835795 0.164205],14 : 10883
67,[0.57381 0.42619],18 : 10884
68,[0.57381 0.42619],18 : 10885
69,[0.57381 0.42619],18 : 10886
59,[0.423596 0.576404],13 : 10887
48,[0.364402 0.635598],14 : 10888
58,[0.550526 0.449474],14 : 10889
59,[0.400677 0.599323],14 : 10890
68,[0.550526 0.449474],14 : 10891
69,[0.550526 0.449474],14 : 10892
68,[0.786072 0.213928],18 : 10893
68,[0.57381 0.42619],13 : 10894
57,[0.627277 0.372723],14 : 10895
58,[0.627277 0.372723],14 : 10896
59,[0.627277 0.372723],14 : 10897
67,[0.627277 0.372723],14 : 10898
69,[0.627277 0.372723],14 : 10899
77,[0.627277 0.372723],14 : 10900
78,[0.627277 0.372723],14 : 10901
79,[0.627277 0.372723],14 : 10902
77,[0.870665 0.129335],18 : 10903
69,[0.57381 0.42619],13 : 10904
68,[0.627277 0.372723],14 : 10905
69,[0.49539 0.50461],14 : 10906
78,[0.870665 0.129335],18 : 10907
68,[0.801552 0.198448],17 : 10908
68,[0.596771 0.403229],12 : 10909
57,[0.649119 0.350881],13 : 10910
48,[0.766476 0.233524],14 : 10911
58,[0.82222 0.17778],14 : 10912
66,[0.43529 0.56471],14 : 10913
67,[0.82222 0.17778],14 : 10914
68,[0.82222 0.17778],14 : 10915
66,[0.649119 0.350881],18 : 10916
67,[0.649119 0.350881],18 : 10917
68,[0.649119 0.350881],18 : 10918
58,[0.649119 0.350881],13 : 10919
67,[0.606554 0.393446],14 : 10920
68,[0.902438 0.0975623],14 : 10921
69,[0.874903 0.125097],14 : 10922
69,[0.649119 0.350881],18 : 10923
59,[0.649119 0.350881],13 : 10924
48,[0.590708 0.409292],14 : 10925
58,[0.755099 0.244901],14 : 10926
68,[0.755099 0.244901],14 : 10927
69,[0.755099 0.244901],14 : 10928
68,[0.902438 0.0975623],18 : 10929
67,[0.649119 0.350881],13 : 10930
56,[0.69811 0.30189],14 : 10931
57,[0.69811 0.30189],14 : 10932
58,[0.69811 0.30189],14 : 10933
66,[0.69811 0.30189],14 : 10934
68,[0.69811 0.30189],14 : 10935
76,[0.69811 0.30189],14 : 10936
77,[0.69811 0.30189],14 : 10937
78,[0.69811 0.30189],14 : 10938
76,[0.902438 0.0975623],18 : 10939
69,[0.649119 0.350881],13 : 10940
59,[0.69811 0.30189],14 : 10941
69,[0.574276 0.425724],14 : 10942
79,[0.69811 0.30189],14 : 10943
78,[0.902438 0.0975623],18 : 10944
77,[0.649119 0.350881],13 : 10945
78,[0.649119 0.350881],13 : 10946
79,[0.649119 0.350881],13 : 10947
77,[0.880951 0.119049],17 : 10948
69,[0.596771 0.403229],12 : 10949
68,[0.649119 0.350881],13 : 10950
67,[0.69811 0.30189],14 : 10951
69,[0.69811 0.30189],14 : 10952
77,[0.902438 0.0975623],18 : 10953
69,[0.519034 0.480966],13 : 10954
58,[0.574276 0.425724],14 : 10955
59,[0.574276 0.425724],14 : 10956
68,[0.574276 0.425724],14 : 10957
69,[0.440366 0.559634],14 : 10958
78,[0.574276 0.425724],14 : 10959
79,[0.574276 0.425724],14 : 10960
78,[0.843646 0.156354],18 : 10961
78,[0.880951 0.119049],17 : 10962
68,[0.816174 0.183826],16 : 10963
68,[0.619315 0.380685],11 : 10964
57,[0.670354 0.329646],12 : 10965
48,[0.782983 0.217017],13 : 10966
58,[0.947478 0.0525221],14 : 10967
59,[0.931693 0.0683073],14 : 10968
57,[0.782983 0.217017],18 : 10969
58,[0.782983 0.217017],18 : 10970
59,[0.782983 0.217017],18 : 10971
58,[0.835632 0.164368],13 : 10972
67,[0.835632 0.164368],13 : 10973
66,[0.670354 0.329646],17 : 10974
67,[0.670354 0.329646],17 : 10975
68,[0.670354 0.329646],17 : 10976
58,[0.670354 0.329646],12 : 10977
67,[0.628892 0.371108],13 : 10978
76,[0.894439 0.105561],18 : 10979
68,[0.910457 0.0895433],13 : 10980
69,[0.884897 0.115103],13 : 10981
69,[0.670354 0.329646],17 : 10982
59,[0.670354 0.329646],12 : 10983
48,[0.613372 0.386628],13 : 10984
57,[0.569347 0.430653],14 : 10985
58,[0.888047 0.111953],14 : 10986
59,[0.857094 0.142906],14 : 10987
57,[0.613372 0.386628],18 : 10988
58,[0.613372 0.386628],18 : 10989
59,[0.613372 0.386628],18 : 10990
58,[0.772171 0.227829],13 : 10991
67,[0.73852 0.26148],14 : 10992
68,[0.944278 0.0557218],14 : 10993
69,[0.927605 0.0723952],14 : 10994
67,[0.772171 0.227829],18 : 10995
68,[0.772171 0.227829],18 : 10996
69,[0.772171 0.227829],18 : 10997
68,[0.772171 0.227829],13 : 10998
57,[0.809036 0.190964],14 : 10999
59,[0.809036 0.190964],14 : 11000
69,[0.809036 0.190964],14 : 11001
77,[0.809036 0.190964],14 : 11002
78,[0.809036 0.190964],14 : 11003
79,[0.809036 0.190964],14 : 11004
77,[0.944278 0.0557218],18 : 11005
69,[0.772171 0.227829],13 : 11006
69,[0.711927 0.288073],14 : 11007
78,[0.944278 0.0557218],18 : 11008
68,[0.910457 0.0895433],17 : 11009
67,[0.670354 0.329646],12 : 11010
56,[0.717669 0.282331],13 : 11011
45,[0.748404 0.251596],14 : 11012
55,[0.864036 0.135964],14 : 11013
66,[0.864036 0.135964],14 : 11014
57,[0.717669 0.282331],13 : 11015
48,[0.818509 0.181491],14 : 11016
58,[0.864036 0.135964],14 : 11017
67,[0.864036 0.135964],14 : 11018
76,[0.717669 0.282331],13 : 11019
85,[0.760619 0.239381],14 : 11020
86,[0.760619 0.239381],14 : 11021
87,[0.760619 0.239381],14 : 11022
77,[0.717669 0.282331],13 : 11023
78,[0.717669 0.282331],13 : 11024
76,[0.910457 0.0895433],17 : 11025
69,[0.670354 0.329646],12 : 11026
59,[0.717669 0.282331],13 : 11027
48,[0.664776 0.335224],14 : 11028
68,[0.927059 0.0729409],18 : 11029
69,[0.597229 0.402771],13 : 11030
58,[0.649554 0.350446],14 : 11031
59,[0.649554 0.350446],14 : 11032
68,[0.649554 0.350446],14 : 11033
69,[0.51951 0.48049],14 : 11034
78,[0.649554 0.350446],14 : 11035
79,[0.649554 0.350446],14 : 11036
78,[0.881151 0.118849],18 : 11037
79,[0.717669 0.282331],13 : 11038
78,[0.910457 0.0895433],17 : 11039
77,[0.670354 0.329646],12 : 11040
78,[0.670354 0.329646],12 : 11041
79,[0.670354 0.329646],12 : 11042
77,[0.890522 0.109478],16 : 11043
69,[0.619315 0.380685],11 : 11044
68,[0.670354 0.329646],12 : 11045
69,[0.717669 0.282331],13 : 11046
69,[0.649554 0.350446],14 : 11047
78,[0.927059 0.0729409],18 : 11048
77,[0.910457 0.0895433],17 : 11049
69,[0.542594 0.457406],12 : 11050
58,[0.597229 0.402771],13 : 11051
67,[0.552706 0.447294],14 : 11052
68,[0.881151 0.118849],14 : 11053
67,[0.597229 0.402771],18 : 11054
68,[0.597229 0.402771],18 : 11055
69,[0.597229 0.402771],18 : 11056
59,[0.597229 0.402771],13 : 11057
48,[0.536349 0.463651],14 : 11058
58,[0.711927 0.288073],14 : 11059
68,[0.711927 0.288073],14 : 11060
68,[0.881151 0.118849],18 : 11061
68,[0.597229 0.402771],13 : 11062
57,[0.649554 0.350446],14 : 11063
67,[0.649554 0.350446],14 : 11064
77,[0.649554 0.350446],14 : 11065
77,[0.881151 0.118849],18 : 11066
69,[0.463798 0.536202],13 : 11067
58,[0.51951 0.48049],14 : 11068
59,[0.51951 0.48049],14 : 11069
68,[0.51951 0.48049],14 : 11070
69,[0.386769 0.613231],14 : 11071
78,[0.51951 0.48049],14 : 11072
79,[0.51951 0.48049],14 : 11073
78,[0.812201 0.187799],18 : 11074
78,[0.597229 0.402771],13 : 11075
79,[0.597229 0.402771],13 : 11076
78,[0.855725 0.144275],17 : 11077
78,[0.890522 0.109478],16 : 11078
68,[0.829948 0.170052],15 : 11079
49,[0.205211 0.794789],9 : 11080
58,[0.177065 0.822935],10 : 11081
59,[0.563506 0.436494],10 : 11082
48,[0.501781 0.498219],11 : 11083
57,[0.456312 0.543688],12 : 11084
48,[0.598242 0.401758],13 : 11085
57,[0.553748 0.446252],14 : 11086
58,[0.881591 0.118409],14 : 11087
59,[0.849156 0.150844],14 : 11088
57,[0.598242 0.401758],18 : 11089
58,[0.598242 0.401758],18 : 11090
59,[0.598242 0.401758],18 : 11091
58,[0.677235 0.322765],13 : 11092
67,[0.636168 0.363832],14 : 11093
68,[0.912976 0.0870237],14 : 11094
69,[0.888047 0.111953],14 : 11095
67,[0.677235 0.322765],18 : 11096
68,[0.677235 0.322765],18 : 11097
69,[0.677235 0.322765],18 : 11098
66,[0.259097 0.740903],13 : 11099
55,[0.304169 0.695831],14 : 11100
56,[0.304169 0.695831],14 : 11101
57,[0.304169 0.695831],14 : 11102
65,[0.304169 0.695831],14 : 11103
67,[0.304169 0.695831],14 : 11104
75,[0.304169 0.695831],14 : 11105
76,[0.304169 0.695831],14 : 11106
77,[0.304169 0.695831],14 : 11107
75,[0.259097 0.740903],18 : 11108
76,[0.259097 0.740903],18 : 11109
77,[0.259097 0.740903],18 : 11110
67,[0.677235 0.322765],13 : 11111
56,[0.723969 0.276031],14 : 11112
57,[0.723969 0.276031],14 : 11113
58,[0.723969 0.276031],14 : 11114
66,[0.723969 0.276031],14 : 11115
68,[0.723969 0.276031],14 : 11116
76,[0.723969 0.276031],14 : 11117
77,[0.723969 0.276031],14 : 11118
78,[0.723969 0.276031],14 : 11119
76,[0.912976 0.0870237],18 : 11120
68,[0.677235 0.322765],13 : 11121
59,[0.723969 0.276031],14 : 11122
67,[0.723969 0.276031],14 : 11123
69,[0.723969 0.276031],14 : 11124
79,[0.723969 0.276031],14 : 11125
77,[0.912976 0.0870237],18 : 11126
66,[0.456312 0.543688],17 : 11127
67,[0.456312 0.543688],17 : 11128
68,[0.456312 0.543688],17 : 11129
58,[0.83432 0.16568],12 : 11130
59,[0.791992 0.208008],12 : 11131
48,[0.748136 0.251864],13 : 11132
57,[0.712258 0.287742],14 : 11133
58,[0.936916 0.0630835],14 : 11134
59,[0.918231 0.0817691],14 : 11135
57,[0.748136 0.251864],18 : 11136
58,[0.748136 0.251864],18 : 11137
59,[0.748136 0.251864],18 : 11138
58,[0.863869 0.136131],13 : 11139
59,[0.775975 0.224025],13 : 11140
48,[0.729893 0.270107],14 : 11141
58,[0.852354 0.147646],14 : 11142
59,[0.759099 0.240901],14 : 11143
68,[0.852354 0.147646],14 : 11144
69,[0.852354 0.147646],14 : 11145
68,[0.945412 0.0545885],18 : 11146
68,[0.863869 0.136131],13 : 11147
69,[0.863869 0.136131],13 : 11148
68,[0.950094 0.0499063],17 : 11149
57,[0.501781 0.498219],16 : 11150
58,[0.501781 0.498219],16 : 11151
59,[0.501781 0.498219],16 : 11152
58,[0.682704 0.317296],11 : 11153
67,[0.641966 0.358034],12 : 11154
56,[0.691481 0.308519],13 : 11155
45,[0.723969 0.276031],14 : 11156
55,[0.848559 0.151441],14 : 11157
65,[0.848559 0.151441],14 : 11158
66,[0.848559 0.151441],14 : 11159
65,[0.691481 0.308519],18 : 11160
66,[0.691481 0.308519],18 : 11161
67,[0.691481 0.308519],18 : 11162
57,[0.691481 0.308519],13 : 11163
48,[0.799055 0.200945],14 : 11164
58,[0.848559 0.151441],14 : 11165
66,[0.482902 0.517098],14 : 11166
67,[0.848559 0.151441],14 : 11167
68,[0.848559 0.151441],14 : 11168
68,[0.691481 0.308519],18 : 11169
58,[0.691481 0.308519],13 : 11170
67,[0.651293 0.348707],14 : 11171
68,[0.918076 0.081924],14 : 11172
69,[0.894439 0.105561],14 : 11173
69,[0.691481 0.308519],18 : 11174
66,[0.691481 0.308519],13 : 11175
55,[0.736953 0.263047],14 : 11176
56,[0.736953 0.263047],14 : 11177
57,[0.736953 0.263047],14 : 11178
65,[0.736953 0.263047],14 : 11179
67,[0.736953 0.263047],14 : 11180
75,[0.736953 0.263047],14 : 11181
76,[0.736953 0.263047],14 : 11182
77,[0.736953 0.263047],14 : 11183
75,[0.691481 0.308519],18 : 11184
76,[0.691481 0.308519],18 : 11185
77,[0.691481 0.308519],18 : 11186
68,[0.691481 0.308519],13 : 11187
58,[0.736953 0.263047],14 : 11188
59,[0.736953 0.263047],14 : 11189
69,[0.736953 0.263047],14 : 11190
78,[0.736953 0.263047],14 : 11191
79,[0.736953 0.263047],14 : 11192
77,[0.918076 0.081924],18 : 11193
76,[0.691481 0.308519],13 : 11194
66,[0.736953 0.263047],14 : 11195
85,[0.736953 0.263047],14 : 11196
86,[0.736953 0.263047],14 : 11197
87,[0.736953 0.263047],14 : 11198
77,[0.691481 0.308519],13 : 11199
78,[0.691481 0.308519],13 : 11200
76,[0.89965 0.10035],17 : 11201
68,[0.914953 0.0850472],12 : 11202
69,[0.890522 0.109478],12 : 11203
67,[0.682704 0.317296],16 : 11204
68,[0.682704 0.317296],16 : 11205
69,[0.682704 0.317296],16 : 11206
59,[0.54011 0.45989],11 : 11207
48,[0.478141 0.521859],12 : 11208
57,[0.432953 0.567047],13 : 11209
48,[0.575306 0.424694],14 : 11210
58,[0.656216 0.343784],14 : 11211
66,[0.241352 0.758648],14 : 11212
67,[0.656216 0.343784],14 : 11213
68,[0.656216 0.343784],14 : 11214
66,[0.432953 0.567047],18 : 11215
67,[0.432953 0.567047],18 : 11216
68,[0.432953 0.567047],18 : 11217
58,[0.820825 0.179175],13 : 11218
57,[0.478141 0.521859],17 : 11219
58,[0.478141 0.521859],17 : 11220
59,[0.478141 0.521859],17 : 11221
58,[0.661864 0.338136],12 : 11222
67,[0.619939 0.380061],13 : 11223
56,[0.670939 0.329061],14 : 11224
57,[0.670939 0.329061],14 : 11225
58,[0.670939 0.329061],14 : 11226
66,[0.670939 0.329061],14 : 11227
68,[0.670939 0.329061],14 : 11228
76,[0.670939 0.329061],14 : 11229
77,[0.670939 0.329061],14 : 11230
78,[0.670939 0.329061],14 : 11231
76,[0.89078 0.10922],18 : 11232
68,[0.907295 0.0927046],13 : 11233
69,[0.880951 0.119049],13 : 11234
67,[0.661864 0.338136],17 : 11235
68,[0.661864 0.338136],17 : 11236
69,[0.661864 0.338136],17 : 11237
59,[0.516537 0.483463],12 : 11238
48,[0.454598 0.545402],13 : 11239
57,[0.409887 0.590113],14 : 11240
58,[0.806485 0.193515],14 : 11241
57,[0.454598 0.545402],18 : 11242
58,[0.454598 0.545402],18 : 11243
59,[0.454598 0.545402],18 : 11244
58,[0.640376 0.359624],13 : 11245
67,[0.597407 0.402593],14 : 11246
68,[0.899025 0.100975],14 : 11247
69,[0.870665 0.129335],14 : 11248
67,[0.640376 0.359624],18 : 11249
68,[0.640376 0.359624],18 : 11250
69,[0.640376 0.359624],18 : 11251
59,[0.492889 0.507111],13 : 11252
48,[0.431257 0.568743],14 : 11253
58,[0.61831 0.38169],14 : 11254
59,[0.469273 0.530727],14 : 11255
68,[0.61831 0.38169],14 : 11256
69,[0.61831 0.38169],14 : 11257
68,[0.829345 0.170655],18 : 11258
68,[0.640376 0.359624],13 : 11259
57,[0.690004 0.309996],14 : 11260
58,[0.690004 0.309996],14 : 11261
59,[0.690004 0.309996],14 : 11262
67,[0.690004 0.309996],14 : 11263
69,[0.690004 0.309996],14 : 11264
77,[0.690004 0.309996],14 : 11265
78,[0.690004 0.309996],14 : 11266
79,[0.690004 0.309996],14 : 11267
77,[0.899025 0.100975],18 : 11268
69,[0.640376 0.359624],13 : 11269
68,[0.690004 0.309996],14 : 11270
69,[0.564917 0.435083],14 : 11271
78,[0.899025 0.100975],18 : 11272
68,[0.842322 0.157678],17 : 11273
68,[0.661864 0.338136],12 : 11274
57,[0.709871 0.290129],13 : 11275
48,[0.812769 0.187231],14 : 11276
58,[0.859488 0.140512],14 : 11277
66,[0.504822 0.495178],14 : 11278
67,[0.859488 0.140512],14 : 11279
68,[0.859488 0.140512],14 : 11280
66,[0.709871 0.290129],18 : 11281
67,[0.709871 0.290129],18 : 11282
68,[0.709871 0.290129],18 : 11283
58,[0.709871 0.290129],13 : 11284
67,[0.670939 0.329061],14 : 11285
68,[0.924435 0.0755647],14 : 11286
69,[0.902438 0.0975623],14 : 11287
69,[0.709871 0.290129],18 : 11288
59,[0.709871 0.290129],13 : 11289
48,[0.656216 0.343784],14 : 11290
58,[0.803068 0.196932],14 : 11291
68,[0.803068 0.196932],14 : 11292
69,[0.803068 0.196932],14 : 11293
68,[0.924435 0.0755647],18 : 11294
67,[0.709871 0.290129],13 : 11295
56,[0.753599 0.246401],14 : 11296
57,[0.753599 0.246401],14 : 11297
58,[0.753599 0.246401],14 : 11298
66,[0.753599 0.246401],14 : 11299
68,[0.753599 0.246401],14 : 11300
76,[0.753599 0.246401],14 : 11301
77,[0.753599 0.246401],14 : 11302
78,[0.753599 0.246401],14 : 11303
76,[0.924435 0.0755647],18 : 11304
69,[0.709871 0.290129],13 : 11305
59,[0.753599 0.246401],14 : 11306
69,[0.640815 0.359185],14 : 11307
79,[0.753599 0.246401],14 : 11308
78,[0.924435 0.0755647],18 : 11309
77,[0.709871 0.290129],13 : 11310
78,[0.709871 0.290129],13 : 11311
79,[0.709871 0.290129],13 : 11312
77,[0.907295 0.0927046],17 : 11313
69,[0.661864 0.338136],12 : 11314
68,[0.709871 0.290129],13 : 11315
67,[0.753599 0.246401],14 : 11316
69,[0.753599 0.246401],14 : 11317
77,[0.924435 0.0755647],18 : 11318
69,[0.588013 0.411987],13 : 11319
58,[0.640815 0.359185],14 : 11320
59,[0.640815 0.359185],14 : 11321
68,[0.640815 0.359185],14 : 11322
69,[0.509975 0.490025],14 : 11323
78,[0.640815 0.359185],14 : 11324
79,[0.640815 0.359185],14 : 11325
78,[0.877094 0.122906],18 : 11326
78,[0.907295 0.0927046],17 : 11327
68,[0.854486 0.145514],16 : 11328
68,[0.682704 0.317296],11 : 11329
57,[0.728964 0.271036],12 : 11330
48,[0.826743 0.173257],13 : 11331
58,[0.870531 0.129469],13 : 11332
66,[0.528445 0.471555],13 : 11333
55,[0.583473 0.416527],14 : 11334
56,[0.583473 0.416527],14 : 11335
57,[0.583473 0.416527],14 : 11336
65,[0.583473 0.416527],14 : 11337
67,[0.583473 0.416527],14 : 11338
75,[0.583473 0.416527],14 : 11339
76,[0.583473 0.416527],14 : 11340
77,[0.583473 0.416527],14 : 11341
75,[0.528445 0.471555],18 : 11342
76,[0.528445 0.471555],18 : 11343
77,[0.528445 0.471555],18 : 11344
67,[0.870531 0.129469],13 : 11345
68,[0.870531 0.129469],13 : 11346
66,[0.728964 0.271036],17 : 11347
67,[0.728964 0.271036],17 : 11348
68,[0.728964 0.271036],17 : 11349
